EMP0801,45,76
EMP0802,32,53
EMP0803,50,54
EMP0804,59,90
EMP0805,27,68
EMP0806,32,80
EMP0807,28,90
EMP0808,28,57
EMP0809,54,100
EMP0810,47,74
EMP0811,55,69
EMP0812,43,56
EMP0813,49,77
EMP0814,26,77
EMP0815,33,70
EMP0816,34,63
EMP0817,33,62
EMP0818,49,54
EMP0819,35,97
EMP0820,28,81
EMP0821,53,68
EMP0822,24,93
EMP0823,54,91
EMP0824,39,90
EMP0825,60,67
EMP0826,22,80
EMP0827,27,55
EMP0828,37,86
EMP0829,23,79
EMP0830,56,50
EMP0831,22,70
EMP0832,38,66
EMP0833,50,89
EMP0834,29,52
EMP0835,45,72
EMP0836,50,69
EMP0837,39,78
EMP0838,27,91
EMP0839,41,56
EMP0840,38,65
EMP0841,59,52
EMP0842,38,66
EMP0843,38,84
EMP0844,23,78
EMP0845,45,98
EMP0846,45,51
EMP0847,42,85
EMP0848,23,53
EMP0849,40,90
EMP0850,20,83
EMP0851,56,90
EMP0852,26,63
EMP0853,30,78
EMP0854,55,94
EMP0855,45,65
EMP0856,60,91
EMP0857,44,72
EMP0858,60,83
EMP0859,32,62
EMP0860,23,52
EMP0861,40,56
EMP0862,37,79
EMP0863,55,60
EMP0864,26,79
EMP0865,40,63
EMP0866,39,56
EMP0867,46,52
EMP0868,52,79
EMP0869,41,72
EMP0870,56,66
EMP0871,25,72
EMP0872,45,66
EMP0873,47,58
EMP0874,29,63
EMP0875,27,87
EMP0876,43,90
EMP0877,51,59
EMP0878,44,75
EMP0879,33,61
EMP0880,29,75
EMP0881,50,67
EMP0882,21,51
EMP0883,31,56
EMP0884,32,83
EMP0885,58,60
EMP0886,45,50
EMP0887,45,92
EMP0888,22,63
EMP0889,57,83
EMP0890,48,82
EMP0891,47,59
EMP0892,54,99
EMP0893,41,79
EMP0894,24,67
EMP0895,49,89
EMP0896,60,81
EMP0897,59,91
EMP0898,47,83
EMP0899,28,71
EMP0900,34,64
EMP0901,52,52
EMP0902,51,84
EMP0903,59,99
EMP0904,40,50
EMP0905,50,77
EMP0906,42,60
EMP0907,30,78
EMP0908,24,55
EMP0909,49,58
EMP0910,21,51
EMP0911,38,58
EMP0912,29,69
EMP0913,60,61
EMP0914,22,74
EMP0915,34,50
EMP0916,27,76
EMP0917,27,89
EMP0918,53,98
EMP0919,48,62
EMP0920,42,81
EMP0921,29,81
EMP0922,34,92
EMP0923,41,68
EMP0924,50,54
EMP0925,53,90
EMP0926,53,62
EMP0927,57,60
EMP0928,30,97
EMP0929,20,94
EMP0930,49,98
EMP0931,54,86
EMP0932,38,94
EMP0933,36,61
EMP0934,21,80
EMP0935,60,97
EMP0936,54,68
EMP0937,39,84
EMP0938,52,64
EMP0939,58,96
EMP0940,42,86
EMP0941,25,66
EMP0942,53,55
EMP0943,44,59
EMP0944,25,65
EMP0945,43,59
EMP0946,27,78
EMP0947,57,61
EMP0948,50,76
EMP0949,22,96
EMP0950,36,99
EMP0951,51,97
EMP0952,60,81
EMP0953,47,75
EMP0954,27,55
EMP0955,55,78
EMP0956,34,57
EMP0957,52,75
EMP0958,35,53
EMP0959,25,71
EMP0960,33,67
EMP0961,57,63
EMP0962,59,57
EMP0963,52,71
EMP0964,22,80
EMP0965,58,68
EMP0966,21,90
EMP0967,26,87
EMP0968,47,71
EMP0969,48,84
EMP0970,50,74
EMP0971,38,56
EMP0972,23,68
EMP0973,28,78
EMP0974,40,53
EMP0975,53,90
EMP0976,39,60
EMP0977,35,72
EMP0978,45,92
EMP0979,54,94
EMP0980,39,56
EMP0981,28,64
EMP0982,40,84
EMP0983,43,80
EMP0984,25,72
EMP0985,28,100
EMP0986,33,97
EMP0987,31,94
EMP0988,26,67
EMP0989,28,58
EMP0990,34,89
EMP0991,37,96
EMP0992,27,53
EMP0993,44,87
EMP0994,59,64
EMP0995,23,70
EMP0996,30,92
EMP0997,22,50
EMP0998,35,54
EMP0999,48,59
EMP1000,58,82
EMP1001,25,50
EMP1002,60,91
EMP1003,59,94
EMP1004,53,91
EMP1005,50,72
EMP1006,60,70
EMP1007,45,92
EMP1008,36,58
EMP1009,25,72
EMP1010,60,56
EMP1011,54,67
EMP1012,50,95
EMP1013,46,82
EMP1014,47,87
EMP1015,57,75
EMP1016,38,94
EMP1017,48,70
EMP1018,22,67
EMP1019,27,78
EMP1020,41,58
EMP1021,43,90
EMP1022,49,93
EMP1023,39,78
EMP1024,56,52
EMP1025,48,99
EMP1026,57,60
EMP1027,42,79
EMP1028,48,51
EMP1029,40,56
EMP1030,42,91
EMP1031,27,99
EMP1032,45,62
EMP1033,34,78
EMP1034,29,72
EMP1035,53,73
EMP1036,34,86
EMP1037,28,60
EMP1038,35,60
EMP1039,53,100
EMP1040,20,75
EMP1041,31,50
EMP1042,44,62
EMP1043,49,79
EMP1044,34,60
EMP1045,24,74
EMP1046,21,53
EMP1047,46,73
EMP1048,42,80
EMP1049,20,93
EMP1050,34,56
EMP1051,33,62
EMP1052,21,97
EMP1053,29,66
EMP1054,29,54
EMP1055,36,87
EMP1056,44,70
EMP1057,30,85
EMP1058,31,70
EMP1059,55,66
EMP1060,22,85
EMP1061,43,62
EMP1062,60,83
EMP1063,60,98
EMP1064,31,54
EMP1065,41,66
EMP1066,32,54
EMP1067,57,53
EMP1068,46,56
EMP1069,20,59
EMP1070,27,99
EMP1071,22,83
EMP1072,45,98
EMP1073,37,58
EMP1074,25,76
EMP1075,38,87
EMP1076,59,64
EMP1077,28,66
EMP1078,30,92
EMP1079,40,81
EMP1080,48,63
EMP1081,30,53
EMP1082,22,83
EMP1083,40,97
EMP1084,50,89
EMP1085,46,64
EMP1086,49,50
EMP1087,23,77
EMP1088,28,93
EMP1089,29,80
