EMP0401,57,92
EMP0402,37,91
EMP0403,57,61
EMP0404,30,100
EMP0405,24,78
EMP0406,26,90
EMP0407,46,95
EMP0408,30,65
EMP0409,50,93
EMP0410,52,70
EMP0411,20,59
EMP0412,33,68
EMP0413,46,73
EMP0414,41,98
EMP0415,41,65
EMP0416,44,80
EMP0417,33,90
EMP0418,34,97
EMP0419,52,80
EMP0420,26,68
EMP0421,50,91
EMP0422,48,73
EMP0423,23,59
EMP0424,24,62
EMP0425,52,59
EMP0426,40,74
EMP0427,51,91
EMP0428,43,99
EMP0429,25,78
EMP0430,52,51
EMP0431,28,63
EMP0432,31,57
EMP0433,24,79
EMP0434,33,81
EMP0435,32,90
EMP0436,54,69
EMP0437,25,95
EMP0438,39,75
EMP0439,35,81
EMP0440,32,85
EMP0441,43,98
EMP0442,54,68
EMP0443,34,72
EMP0444,45,55
EMP0445,42,79
EMP0446,21,81
EMP0447,52,93
EMP0448,21,58
EMP0449,49,84
EMP0450,39,51
EMP0451,41,76
EMP0452,27,74
EMP0453,38,74
EMP0454,25,85
EMP0455,52,71
EMP0456,47,58
EMP0457,37,60
EMP0458,47,60
EMP0459,33,55
EMP0460,37,80
EMP0461,25,76
EMP0462,54,78
EMP0463,48,82
EMP0464,53,89
EMP0465,29,92
EMP0466,55,58
EMP0467,52,76
EMP0468,37,61
EMP0469,37,56
EMP0470,27,53
EMP0471,22,68
EMP0472,40,70
EMP0473,27,92
EMP0474,57,82
EMP0475,39,69
EMP0476,20,52
EMP0477,23,62
EMP0478,42,68
EMP0479,38,82
EMP0480,52,92
EMP0481,53,78
EMP0482,53,76
EMP0483,29,78
EMP0484,24,56
EMP0485,55,71
EMP0486,58,94
EMP0487,35,57
EMP0488,47,63
EMP0489,52,77
EMP0490,55,81
EMP0491,49,81
EMP0492,54,55
EMP0493,47,85
EMP0494,51,82
EMP0495,52,58
EMP0496,54,99
EMP0497,34,63
EMP0498,29,84
EMP0499,49,69
EMP0500,33,76
EMP0501,54,58
EMP0502,36,59
EMP0503,45,73
EMP0504,41,88
EMP0505,60,66
EMP0506,33,93
EMP0507,31,56
EMP0508,44,75
EMP0509,40,73
EMP0510,59,100
EMP0511,26,65
EMP0512,58,76
EMP0513,46,58
EMP0514,53,51
EMP0515,50,60
EMP0516,20,54
EMP0517,60,68
EMP0518,49,51
EMP0519,25,75
EMP0520,32,60
EMP0521,51,85
EMP0522,33,88
EMP0523,23,98
EMP0524,50,88
EMP0525,40,51
EMP0526,49,50
EMP0527,29,71
EMP0528,55,95
EMP0529,56,77
EMP0530,40,74
EMP0531,37,71
EMP0532,55,94
EMP0533,30,51
EMP0534,54,85
EMP0535,53,83
EMP0536,35,89
EMP0537,33,91
EMP0538,54,73
EMP0539,45,97
EMP0540,26,88
EMP0541,58,77
EMP0542,21,73
EMP0543,59,74
EMP0544,43,77
EMP0545,36,86
EMP0546,41,73
EMP0547,41,90
EMP0548,44,98
EMP0549,50,81
EMP0550,28,74
EMP0551,51,64
EMP0552,43,50
EMP0553,50,53
EMP0554,60,65
EMP0555,22,50
EMP0556,38,53
EMP0557,24,74
EMP0558,46,85
EMP0559,26,51
EMP0560,57,72
EMP0561,25,75
EMP0562,31,63
EMP0563,21,58
EMP0564,46,75
EMP0565,37,92
EMP0566,51,80
EMP0567,22,66
EMP0568,28,59
EMP0569,41,82
EMP0570,33,74
EMP0571,51,74
EMP0572,40,88
EMP0573,36,86
EMP0574,22,89
EMP0575,45,91
EMP0576,43,83
EMP0577,52,64
EMP0578,56,85
EMP0579,25,96
EMP0580,50,86
EMP0581,33,79
EMP0582,32,66
EMP0583,60,60
EMP0584,31,72
EMP0585,20,55
EMP0586,25,85
EMP0587,33,61
EMP0588,30,53
EMP0589,57,84
EMP0590,44,94
EMP0591,53,54
EMP0592,35,66
EMP0593,21,56
EMP0594,41,58
EMP0595,49,59
EMP0596,44,72
EMP0597,35,56
EMP0598,41,61
EMP0599,24,79
EMP0600,20,56
EMP0601,31,76
EMP0602,56,87
EMP0603,51,71
EMP0604,42,85
EMP0605,60,83
EMP0606,46,89
EMP0607,45,62
EMP0608,53,56
EMP0609,32,84
EMP0610,51,56
EMP0611,46,90
EMP0612,37,61
EMP0613,33,93
EMP0614,43,76
EMP0615,54,60
EMP0616,53,55
EMP0617,24,88
EMP0618,24,74
EMP0619,43,57
EMP0620,38,81
EMP0621,43,79
EMP0622,30,71
EMP0623,28,84
EMP0624,48,89
EMP0625,48,95
EMP0626,37,58
EMP0627,32,65
EMP0628,27,100
EMP0629,22,51
EMP0630,37,63
EMP0631,57,55
EMP0632,26,97
EMP0633,47,99
EMP0634,38,77
EMP0635,20,52
EMP0636,54,93
EMP0637,27,100
EMP0638,60,92
EMP0639,34,57
EMP0640,42,77
EMP0641,44,73
EMP0642,45,87
EMP0643,53,85
EMP0644,60,78
EMP0645,31,89
EMP0646,21,70
EMP0647,59,95
EMP0648,50,84
EMP0649,46,94
EMP0650,56,71
EMP0651,56,59
EMP0652,43,96
EMP0653,57,64
EMP0654,47,80
EMP0655,34,62
EMP0656,23,65
EMP0657,37,50
EMP0658,25,72
EMP0659,49,58
EMP0660,33,69
EMP0661,60,69
EMP0662,23,87
EMP0663,20,56
EMP0664,60,68
EMP0665,38,75
EMP0666,25,53
EMP0667,27,78
EMP0668,41,64
EMP0669,29,97
EMP0670,45,58
EMP0671,27,82
EMP0672,51,55
EMP0673,49,92
EMP0674,26,62
EMP0675,37,96
EMP0676,55,68
EMP0677,56,50
EMP0678,47,90
EMP0679,58,98
EMP0680,31,93
EMP0681,60,52
EMP0682,32,53
EMP0683,37,94
EMP0684,24,84
EMP0685,29,76
EMP0686,59,80
EMP0687,40,90
EMP0688,60,78
EMP0689,59,67
EMP0690,29,73
EMP0691,31,58
EMP0692,54,85
EMP0693,40,59
EMP0694,32,97
EMP0695,27,75
EMP0696,33,57
EMP0697,47,92
EMP0698,43,71
EMP0699,52,66
EMP0700,25,79
EMP0701,35,86
EMP0702,55,100
EMP0703,33,56
EMP0704,43,74
EMP0705,52,92
EMP0706,34,98
EMP0707,48,82
EMP0708,31,61
EMP0709,37,64
EMP0710,39,64
EMP0711,36,85
EMP0712,58,90
EMP0713,22,53
EMP0714,33,73
EMP0715,30,99
EMP0716,25,51
EMP0717,31,66
EMP0718,29,69
EMP0719,44,50
EMP0720,42,61
EMP0721,23,82
EMP0722,37,89
EMP0723,33,94
EMP0724,60,85
EMP0725,21,58
EMP0726,36,66
EMP0727,53,93
EMP0728,56,83
EMP0729,26,70
EMP0730,59,99
EMP0731,28,54
EMP0732,50,95
EMP0733,56,67
EMP0734,36,94
EMP0735,26,79
EMP0736,44,87
EMP0737,46,80
EMP0738,57,99
EMP0739,44,77
EMP0740,25,79
EMP0741,24,62
EMP0742,33,71
EMP0743,23,77
EMP0744,23,95
EMP0745,46,79
EMP0746,38,94
EMP0747,39,91
EMP0748,56,95
EMP0749,54,72
EMP0750,49,96
EMP0751,54,54
EMP0752,35,57
EMP0753,38,94
EMP0754,54,86
EMP0755,51,50
EMP0756,30,74
EMP0757,29,69
EMP0758,60,54
EMP0759,25,71
EMP0760,50,95
EMP0761,41,66
EMP0762,43,64
EMP0763,60,90
EMP0764,56,95
EMP0765,39,70
EMP0766,26,82
EMP0767,53,54
EMP0768,32,83
EMP0769,24,87
EMP0770,29,54
EMP0771,26,80
EMP0772,54,100
EMP0773,51,92
EMP0774,27,71
EMP0775,46,62
EMP0776,33,93
EMP0777,39,74
EMP0778,43,85
EMP0779,30,93
EMP0780,37,99
EMP0781,35,87
EMP0782,25,51
EMP0783,43,91
EMP0784,50,85
EMP0785,31,65
EMP0786,47,51
EMP0787,22,90
EMP0788,42,74
EMP0789,58,51
EMP0790,28,77
EMP0791,36,99
EMP0792,30,60
EMP0793,43,69
EMP0794,36,74
EMP0795,43,68
EMP0796,44,97
EMP0797,53,53
EMP0798,53,55
EMP0799,34,74
EMP0800,51,96
EMP0249,33,90
EMP0383,46,68
EMP0126,43,59
EMP0360,52,81
EMP0203,26,88
EMP0048,57,80
EMP0333,55,66
EMP0371,56,100
EMP0257,24,100
EMP0133,38,83
EMP0310,26,87
EMP0004,32,75
EMP0066,29,70
EMP0202,21,58
EMP0077,46,88
EMP0085,28,74
EMP0054,21,86
EMP0070,20,100
EMP0294,37,70
EMP0194,29,72
EMP0178,41,58
EMP0376,50,62
EMP0043,22,65
EMP0102,48,73
EMP0034,48,87
EMP0234,49,61
EMP0034,48,87
EMP0361,26,82
EMP0080,36,54
EMP0310,26,87
EMP0392,45,76
EMP0088,58,51
EMP0327,46,98
EMP0286,46,82
EMP0277,57,98
EMP0271,25,51
EMP0032,47,84
EMP0398,21,57
EMP0251,22,76
EMP0301,26,90
EMP0283,46,56
EMP0222,27,71
EMP0269,57,62
EMP0276,48,83
EMP0048,57,80
EMP0094,59,96
EMP0368,58,60
EMP0382,39,69
EMP0109,43,96
EMP0070,20,100
EMP0059,56,82
EMP0363,50,72
EMP0229,28,65
EMP0133,38,83
EMP0356,45,95
EMP0331,31,67
EMP0084,45,70
EMP0395,47,61
EMP0253,30,77
EMP0171,21,100
EMP0356,45,95
EMP0097,28,87
EMP0150,51,84
EMP0053,48,62
EMP0253,30,77
EMP0366,46,57
EMP0308,38,78
EMP0053,48,62
EMP0129,31,60
EMP0062,54,74
EMP0012,51,56
EMP0133,38,83
EMP0102,48,73
EMP0301,26,90
EMP0134,48,75
EMP0205,56,73
EMP0159,39,50
EMP0069,39,94
EMP0265,51,51
EMP0116,31,86
EMP0152,47,70
EMP0284,41,95
EMP0171,21,100
EMP0138,39,73
EMP0063,29,94
EMP0369,57,51
EMP0274,35,93
EMP0373,58,57
EMP0144,32,86
EMP0031,57,84
EMP0232,29,86
EMP0149,24,59
EMP0167,39,74
EMP0370,23,60
EMP0393,40,82
EMP0333,55,66
EMP0183,41,67
EMP0046,60,80
EMP0188,32,75
EMP0254,51,97
