EMP0001,54,93
EMP0002,33,84
EMP0003,49,66
EMP0004,32,75
EMP0005,47,93
EMP0006,58,50
EMP0007,38,76
EMP0008,20,95
EMP0009,34,97
EMP0010,55,59
EMP0011,58,90
EMP0012,51,56
EMP0013,51,71
EMP0014,59,75
EMP0015,27,78
EMP0016,32,99
EMP0017,31,62
EMP0018,30,55
EMP0019,32,90
EMP0020,32,61
EMP0021,25,73
EMP0022,24,68
EMP0023,50,50
EMP0024,42,73
EMP0025,48,93
EMP0026,51,89
EMP0027,47,80
EMP0028,54,52
EMP0029,47,66
EMP0030,37,86
EMP0031,57,84
EMP0032,47,84
EMP0033,28,74
EMP0034,48,87
EMP0035,59,89
EMP0036,29,52
EMP0037,29,91
EMP0038,53,95
EMP0039,40,56
EMP0040,29,95
EMP0041,38,99
EMP0042,45,51
EMP0043,22,65
EMP0044,43,91
EMP0045,27,68
EMP0046,60,80
EMP0047,28,76
EMP0048,57,80
EMP0049,25,58
EMP0050,28,82
EMP0051,25,69
EMP0052,42,70
EMP0053,48,62
EMP0054,21,86
EMP0055,26,100
EMP0056,42,70
EMP0057,47,85
EMP0058,57,95
EMP0059,56,82
EMP0060,42,95
EMP0061,58,67
EMP0062,54,74
EMP0063,29,94
EMP0064,22,71
EMP0065,21,79
EMP0066,29,70
EMP0067,24,66
EMP0068,38,57
EMP0069,39,94
EMP0070,20,100
EMP0071,48,68
EMP0072,45,89
EMP0073,57,69
EMP0074,53,59
EMP0075,24,86
EMP0076,27,88
EMP0077,46,88
EMP0078,34,71
EMP0079,33,100
EMP0080,36,54
EMP0081,25,58
EMP0082,48,98
EMP0083,35,97
EMP0084,45,70
EMP0085,28,74
EMP0086,43,56
EMP0087,35,75
EMP0088,58,51
EMP0089,30,89
EMP0090,48,80
EMP0091,32,98
EMP0092,24,62
EMP0093,37,92
EMP0094,59,96
EMP0095,32,88
EMP0096,47,56
EMP0097,28,87
EMP0098,60,87
EMP0099,29,64
EMP0100,31,72
EMP0101,60,69
EMP0102,48,73
EMP0103,36,79
EMP0104,40,75
EMP0105,55,56
EMP0106,38,87
EMP0107,53,75
EMP0108,33,50
EMP0109,43,96
EMP0110,48,80
EMP0111,32,82
EMP0112,55,73
EMP0113,34,88
EMP0114,46,65
EMP0115,20,53
EMP0116,31,86
EMP0117,30,62
EMP0118,21,64
EMP0119,30,97
EMP0120,22,84
EMP0121,49,99
EMP0122,48,80
EMP0123,45,51
EMP0124,42,75
EMP0125,52,92
EMP0126,43,59
EMP0127,32,72
EMP0128,22,82
EMP0129,31,60
EMP0130,36,92
EMP0131,42,72
EMP0132,53,71
EMP0133,38,83
EMP0134,48,75
EMP0135,52,75
EMP0136,22,85
EMP0137,55,90
EMP0138,39,73
EMP0139,41,73
EMP0140,42,75
EMP0141,20,81
EMP0142,56,95
EMP0143,25,54
EMP0144,32,86
EMP0145,39,83
EMP0146,22,63
EMP0147,40,59
EMP0148,46,57
EMP0149,24,59
EMP0150,51,84
EMP0151,23,95
EMP0152,47,70
EMP0153,48,78
EMP0154,59,90
EMP0155,50,84
EMP0156,43,66
EMP0157,47,92
EMP0158,37,97
EMP0159,39,50
EMP0160,27,87
EMP0161,39,88
EMP0162,46,94
EMP0163,31,62
EMP0164,32,70
EMP0165,54,65
EMP0166,37,71
EMP0167,39,74
EMP0168,26,60
EMP0169,25,63
EMP0170,38,70
EMP0171,21,100
EMP0172,43,56
EMP0173,58,58
EMP0174,51,74
EMP0175,54,65
EMP0176,42,65
EMP0177,37,96
EMP0178,41,58
EMP0179,42,97
EMP0180,27,56
EMP0181,37,76
EMP0182,46,69
EMP0183,41,67
EMP0184,48,54
EMP0185,23,77
EMP0186,20,76
EMP0187,50,69
EMP0188,32,75
EMP0189,29,75
EMP0190,53,85
EMP0191,51,90
EMP0192,37,80
EMP0193,46,90
EMP0194,29,72
EMP0195,25,57
EMP0196,44,61
EMP0197,51,94
EMP0198,20,79
EMP0199,53,91
EMP0200,46,95
EMP0201,54,93
EMP0202,21,58
EMP0203,26,88
EMP0204,46,54
EMP0205,56,73
EMP0206,39,66
EMP0207,60,76
EMP0208,50,62
EMP0209,32,72
EMP0210,30,55
EMP0211,59,54
EMP0212,24,79
EMP0213,25,99
EMP0214,29,86
EMP0215,39,65
EMP0216,47,74
EMP0217,20,95
EMP0218,43,78
EMP0219,27,82
EMP0220,39,57
EMP0221,29,69
EMP0222,27,71
EMP0223,42,63
EMP0224,59,87
EMP0225,33,84
EMP0226,43,57
EMP0227,24,53
EMP0228,28,89
EMP0229,28,65
